Year,Area FIPS Code,Group Code,State,Group,Age,Race,Civilian non-institutional population,Civilian labor force,Civilian labor force Percent of population,Employment Number,Employment Percent of population,Unemployment Number,Unemployment Rate
2005,17,41,Illinois,"White, 20 to 24 years",20 to 24,White,728,574,78.8,541,74.4,32,5.7
2005,17,48,Illinois,"Black or African American, 20 to 24 years",20 to 24,Black,144,87,60.3,69,47.9,18,20.6
2005,17,62,Illinois,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,114,88,76.5,80,70.1,7,8.4
2005,18,20,Indiana,"Total, 20 to 24 years",20 to 24,Total,398,306,77,270,67.9,36,11.9
2005,18,41,Indiana,"White, 20 to 24 years",20 to 24,White,336,265,78.8,239,71.3,25,9.5
2005,19,20,Iowa,"Total, 20 to 24 years",20 to 24,Total,221,178,80.6,167,75.5,11,6.3
2005,19,41,Iowa,"White, 20 to 24 years",20 to 24,White,208,168,81,158,76.2,10,5.9
2005,20,20,Kansas,"Total, 20 to 24 years",20 to 24,Total,208,164,79,151,72.5,14,8.2
2005,20,41,Kansas,"White, 20 to 24 years",20 to 24,White,187,150,79.9,139,74.4,10,7
2005,21,20,Kentucky,"Total, 20 to 24 years",20 to 24,Total,296,215,72.7,190,64.4,25,11.5
2005,21,41,Kentucky,"White, 20 to 24 years",20 to 24,White,264,196,74.1,175,66.2,21,10.7
2005,22,20,Louisiana,"Total, 20 to 24 years",20 to 24,Total,359,250,69.6,222,62,27,10.9
2005,22,41,Louisiana,"White, 20 to 24 years",20 to 24,White,214,160,74.7,147,68.8,12,7.8
2005,22,48,Louisiana,"Black or African American, 20 to 24 years",20 to 24,Black,136,85,62.7,70,51.8,15,17.4
2005,23,20,Maine,"Total, 20 to 24 years",20 to 24,Total,89,70,79.6,65,73,6,8.3
2005,23,41,Maine,"White, 20 to 24 years",20 to 24,White,85,68,79.9,62,73.2,6,8.4
2005,24,20,Maryland,"Total, 20 to 24 years",20 to 24,Total,343,255,74.4,234,68,22,8.5
2005,24,41,Maryland,"White, 20 to 24 years",20 to 24,White,214,164,76.5,155,72.2,9,5.6
2005,24,48,Maryland,"Black or African American, 20 to 24 years",20 to 24,Black,105,74,70.5,62,59.2,12,16.1
2005,25,20,Massachusetts,"Total, 20 to 24 years",20 to 24,Total,424,297,70.1,271,63.8,27,9
2005,25,41,Massachusetts,"White, 20 to 24 years",20 to 24,White,372,267,71.9,244,65.7,23,8.6
2005,26,20,Michigan,"Total, 20 to 24 years",20 to 24,Total,668,518,77.6,467,69.9,52,9.9
2005,26,41,Michigan,"White, 20 to 24 years",20 to 24,White,521,422,81,387,74.3,35,8.2
2005,26,48,Michigan,"Black or African American, 20 to 24 years",20 to 24,Black,112,75,66.5,62,55,13,17.4
2005,27,20,Minnesota,"Total, 20 to 24 years",20 to 24,Total,382,311,81.4,296,77.5,15,4.8
2005,27,41,Minnesota,"White, 20 to 24 years",20 to 24,White,338,277,81.9,265,78.4,12,4.2
2005,28,20,Mississippi,"Total, 20 to 24 years",20 to 24,Total,202,135,66.6,111,54.9,24,17.6
2005,28,41,Mississippi,"White, 20 to 24 years",20 to 24,White,110,74,67.4,68,61.2,7,9.2
2005,28,48,Mississippi,"Black or African American, 20 to 24 years",20 to 24,Black,85,56,65.1,39,45.9,16,29.5
2005,29,20,Missouri,"Total, 20 to 24 years",20 to 24,Total,385,319,82.7,283,73.3,36,11.4
2005,29,41,Missouri,"White, 20 to 24 years",20 to 24,White,315,262,83.3,237,75.3,25,9.5
2005,29,48,Missouri,"Black or African American, 20 to 24 years",20 to 24,Black,60,50,83,38,63.9,11,23.1
2005,30,20,Montana,"Total, 20 to 24 years",20 to 24,Total,65,53,82.5,48,75,5,9.1
2005,30,41,Montana,"White, 20 to 24 years",20 to 24,White,59,49,83.3,45,76.5,4,8.2
2005,31,20,Nebraska,"Total, 20 to 24 years",20 to 24,Total,127,106,83.2,98,77.1,8,7.3
2005,31,41,Nebraska,"White, 20 to 24 years",20 to 24,White,115,97,84.4,91,79.4,6,5.9
2005,32,20,Nevada,"Total, 20 to 24 years",20 to 24,Total,161,131,81.1,122,75.5,9,7
2005,32,41,Nevada,"White, 20 to 24 years",20 to 24,White,139,115,83.2,109,78.3,7,5.9
2005,32,62,Nevada,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,48,40,83.6,38,80,2,4.3
2005,33,20,New Hampshire,"Total, 20 to 24 years",20 to 24,Total,87,68,79.1,64,73.5,5,7.1
2005,33,41,New Hampshire,"White, 20 to 24 years",20 to 24,White,83,66,79.5,62,73.8,5,7.2
2005,34,20,New Jersey,"Total, 20 to 24 years",20 to 24,Total,508,360,70.9,332,65.4,28,7.7
2005,34,41,New Jersey,"White, 20 to 24 years",20 to 24,White,383,269,70.3,253,66,17,6.2
2005,34,48,New Jersey,"Black or African American, 20 to 24 years",20 to 24,Black,96,73,75.9,63,65.2,10,14
2005,34,62,New Jersey,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,112,84,74.5,79,70.2,5,5.8
2005,35,20,New Mexico,"Total, 20 to 24 years",20 to 24,Total,145,102,70.5,91,63,11,10.6
2005,35,41,New Mexico,"White, 20 to 24 years",20 to 24,White,119,86,72.4,78,65.4,8,9.6
2005,35,62,New Mexico,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,73,51,70.5,45,61.4,7,12.9
2005,36,20,New York,"Total, 20 to 24 years",20 to 24,Total,"1,316",869,66,788,59.9,81,9.3
2005,36,41,New York,"White, 20 to 24 years",20 to 24,White,954,652,68.4,602,63.1,51,7.8
2005,36,48,New York,"Black or African American, 20 to 24 years",20 to 24,Black,230,140,60.9,118,51.3,22,15.8
2005,36,55,New York,"Asian, 20 to 24 years",20 to 24,Asian,97,55,56.8,51,52.3,4,7.9
2005,36,62,New York,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,235,136,58,120,50.9,17,12.2
2005,37,20,North Carolina,"Total, 20 to 24 years",20 to 24,Total,589,455,77.1,412,69.9,42,9.3
2005,37,41,North Carolina,"White, 20 to 24 years",20 to 24,White,422,332,78.6,307,72.9,24,7.3
2005,37,48,North Carolina,"Black or African American, 20 to 24 years",20 to 24,Black,137,100,73.1,84,61.7,16,15.6
2005,37,62,North Carolina,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,81,60,74.5,59,72.6,1,2.5
2005,38,20,North Dakota,"Total, 20 to 24 years",20 to 24,Total,48,40,82.5,38,78.2,2,5.3
2005,38,41,North Dakota,"White, 20 to 24 years",20 to 24,White,42,35,83.3,34,79.9,1,4.1
2005,39,20,Ohio,"Total, 20 to 24 years",20 to 24,Total,794,624,78.6,558,70.2,67,10.7
2005,39,41,Ohio,"White, 20 to 24 years",20 to 24,White,647,519,80.1,477,73.8,41,8
2005,39,48,Ohio,"Black or African American, 20 to 24 years",20 to 24,Black,101,73,72.3,50,48.9,24,32.5
2005,40,20,Oklahoma,"Total, 20 to 24 years",20 to 24,Total,234,176,75.1,155,66.2,21,11.9
2005,40,41,Oklahoma,"White, 20 to 24 years",20 to 24,White,178,136,76.4,123,69.2,13,9.5
2005,41,20,Oregon,"Total, 20 to 24 years",20 to 24,Total,230,178,77.4,164,71.5,14,7.6
2005,41,41,Oregon,"White, 20 to 24 years",20 to 24,White,199,155,77.9,144,72.3,11,7.1
2005,42,20,Pennsylvania,"Total, 20 to 24 years",20 to 24,Total,820,614,74.9,557,68,57,9.2
2005,42,41,Pennsylvania,"White, 20 to 24 years",20 to 24,White,697,537,77.1,495,71.1,42,7.8
2005,42,48,Pennsylvania,"Black or African American, 20 to 24 years",20 to 24,Black,97,63,65.5,51,52.7,12,19.6
2005,44,20,Rhode Island,"Total, 20 to 24 years",20 to 24,Total,72,58,80.9,54,74.1,5,8.5
2005,44,41,Rhode Island,"White, 20 to 24 years",20 to 24,White,61,50,82.3,46,75.4,4,8.3
2005,44,62,Rhode Island,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,9,7,76.9,6,70.4,1,8.5
2005,45,20,South Carolina,"Total, 20 to 24 years",20 to 24,Total,281,203,72,177,62.9,26,12.6
2005,45,41,South Carolina,"White, 20 to 24 years",20 to 24,White,173,127,73.6,118,68.3,9,7.2
2005,45,48,South Carolina,"Black or African American, 20 to 24 years",20 to 24,Black,101,71,70.9,55,54.9,16,22.6
2005,46,20,South Dakota,"Total, 20 to 24 years",20 to 24,Total,62,52,84.7,48,78,4,7.8
2005,46,41,South Dakota,"White, 20 to 24 years",20 to 24,White,53,47,87.8,44,82.7,3,5.9
2005,47,20,Tennessee,"Total, 20 to 24 years",20 to 24,Total,393,295,75,266,67.6,29,9.9
2005,47,41,Tennessee,"White, 20 to 24 years",20 to 24,White,310,228,73.6,210,67.7,18,8
2005,47,48,Tennessee,"Black or African American, 20 to 24 years",20 to 24,Black,71,57,79.4,46,64.4,11,18.9
2005,48,20,Texas,"Total, 20 to 24 years",20 to 24,Total,"1,629","1,194",73.3,"1,074",65.9,121,10.1
2005,48,41,Texas,"White, 20 to 24 years",20 to 24,White,"1,338",977,73,892,66.7,85,8.7
2005,48,48,Texas,"Black or African American, 20 to 24 years",20 to 24,Black,196,146,74.7,117,59.7,29,20.2
2005,48,62,Texas,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,703,499,71,450,64,49,9.9
2005,49,20,Utah,"Total, 20 to 24 years",20 to 24,Total,251,204,81.4,193,76.9,11,5.6
2005,49,41,Utah,"White, 20 to 24 years",20 to 24,White,237,195,82.1,184,77.5,11,5.7
2005,50,20,Vermont,"Total, 20 to 24 years",20 to 24,Total,43,33,75.5,31,70.7,2,6.3
2005,50,41,Vermont,"White, 20 to 24 years",20 to 24,White,42,31,75.7,30,71.1,2,6.1
2005,51,20,Virginia,"Total, 20 to 24 years",20 to 24,Total,491,394,80.4,363,73.9,32,8
2005,51,41,Virginia,"White, 20 to 24 years",20 to 24,White,341,273,80,256,75.2,16,6
2005,51,48,Virginia,"Black or African American, 20 to 24 years",20 to 24,Black,120,102,85.3,88,72.9,15,14.4
2005,53,20,Washington,"Total, 20 to 24 years",20 to 24,Total,394,297,75.2,271,68.8,25,8.5
2005,53,41,Washington,"White, 20 to 24 years",20 to 24,White,317,242,76.2,220,69.4,22,8.9
2005,54,20,West Virginia,"Total, 20 to 24 years",20 to 24,Total,110,75,68,66,59.8,9,12.1
2005,54,41,West Virginia,"White, 20 to 24 years",20 to 24,White,105,71,68.2,63,59.8,9,12.4
2005,55,20,Wisconsin,"Total, 20 to 24 years",20 to 24,Total,380,310,81.5,287,75.5,23,7.4
2005,55,41,Wisconsin,"White, 20 to 24 years",20 to 24,White,339,283,83.5,264,78,19,6.7
2005,56,20,Wyoming,"Total, 20 to 24 years",20 to 24,Total,34,27,80.1,26,75.5,2,5.7
2005,56,41,Wyoming,"White, 20 to 24 years",20 to 24,White,33,26,80.1,25,75.6,1,5.6
2004,1,20,Alabama,"Total, 20 to 24 years",20 to 24,Total,307,224,73.2,196,64,28,12.6
2004,1,41,Alabama,"White, 20 to 24 years",20 to 24,White,198,155,78.1,146,73.5,9,5.9
2004,1,48,Alabama,"Black or African American, 20 to 24 years",20 to 24,Black,99,64,64,46,45.9,18,28.3
2004,2,20,Alaska,"Total, 20 to 24 years",20 to 24,Total,44,33,74.3,29,64.9,4,12.6
2004,2,41,Alaska,"White, 20 to 24 years",20 to 24,White,29,22,75.9,20,69.2,2,8.9
2004,2,55,Alaska,"Asian, 20 to 24 years",20 to 24,Asian,3,3,83.5,3,78.6,-3,5.8
2004,4,20,Arizona,"Total, 20 to 24 years",20 to 24,Total,393,298,75.9,272,69.3,26,8.8
2004,4,41,Arizona,"White, 20 to 24 years",20 to 24,White,343,267,77.9,246,71.9,21,7.7
2004,4,62,Arizona,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,159,126,79,115,72.5,10,8.3
2004,5,20,Arkansas,"Total, 20 to 24 years",20 to 24,Total,189,136,72.1,123,65.1,13,9.6
2004,5,41,Arkansas,"White, 20 to 24 years",20 to 24,White,141,105,74.3,98,69.9,6,5.9
2004,6,20,California,"Total, 20 to 24 years",20 to 24,Total,"2,591","1,895",73.1,"1,710",66,186,9.8
2004,6,41,California,"White, 20 to 24 years",20 to 24,White,"1,977","1,499",75.8,"1,362",68.9,136,9.1
2004,6,48,California,"Black or African American, 20 to 24 years",20 to 24,Black,149,100,67.3,86,57.5,15,14.6
2004,6,55,California,"Asian, 20 to 24 years",20 to 24,Asian,330,197,59.7,179,54.2,18,9.3
2004,6,62,California,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,"1,024",768,75,687,67.1,81,10.5
2004,8,20,Colorado,"Total, 20 to 24 years",20 to 24,Total,349,277,79.3,251,72,25,9.2
2004,8,41,Colorado,"White, 20 to 24 years",20 to 24,White,319,255,80.1,233,73,23,8.9
2004,8,62,Colorado,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,87,67,76.9,60,68.3,8,11.2
2004,9,20,Connecticut,"Total, 20 to 24 years",20 to 24,Total,206,147,71.3,132,64.3,15,9.9
2004,9,41,Connecticut,"White, 20 to 24 years",20 to 24,White,173,122,70.6,111,64.1,11,9.1
2004,10,20,Delaware,"Total, 20 to 24 years",20 to 24,Total,55,44,80.7,41,75.6,3,6.3
2004,10,41,Delaware,"White, 20 to 24 years",20 to 24,White,40,33,82,31,77.5,2,5.5
2004,10,48,Delaware,"Black or African American, 20 to 24 years",20 to 24,Black,13,10,76.4,9,68.9,1,9.9
2004,11,20,District of Columbia,"Total, 20 to 24 years",20 to 24,Total,42,30,71.5,25,58.5,6,18.3
2004,11,41,District of Columbia,"White, 20 to 24 years",20 to 24,White,19,15,80.2,14,74.4,1,7.3
2004,11,48,District of Columbia,"Black or African American, 20 to 24 years",20 to 24,Black,21,14,65.1,9,45.1,4,30.6
2004,11,62,District of Columbia,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,6,4,73.2,4,64.5,-3,11.9
2004,12,20,Florida,"Total, 20 to 24 years",20 to 24,Total,"1,054",785,74.5,723,68.6,62,7.9
2004,12,41,Florida,"White, 20 to 24 years",20 to 24,White,791,602,76.1,567,71.8,34,5.7
2004,12,48,Florida,"Black or African American, 20 to 24 years",20 to 24,Black,217,147,67.7,123,56.7,24,16.2
2004,12,62,Florida,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,231,181,78.3,167,72.3,14,7.7
2004,13,20,Georgia,"Total, 20 to 24 years",20 to 24,Total,637,461,72.4,427,67.1,34,7.3
2004,13,41,Georgia,"White, 20 to 24 years",20 to 24,White,421,297,70.7,280,66.6,17,5.8
2004,13,48,Georgia,"Black or African American, 20 to 24 years",20 to 24,Black,187,142,76.1,127,67.8,16,10.9
2004,15,20,Hawaii,"Total, 20 to 24 years",20 to 24,Total,80,61,76.4,56,69.8,5,8.6
2004,15,55,Hawaii,"Asian, 20 to 24 years",20 to 24,Asian,34,27,79,25,74.2,2,6.1
2004,16,20,Idaho,"Total, 20 to 24 years",20 to 24,Total,107,82,77.2,76,71.6,6,7.3
2004,16,41,Idaho,"White, 20 to 24 years",20 to 24,White,101,80,79.1,74,73.6,6,7
2004,17,20,Illinois,"Total, 20 to 24 years",20 to 24,Total,902,657,72.9,593,65.8,64,9.7
2004,17,41,Illinois,"White, 20 to 24 years",20 to 24,White,713,551,77.3,505,70.9,46,8.3
2004,17,48,Illinois,"Black or African American, 20 to 24 years",20 to 24,Black,143,87,60.4,69,48.4,17,19.9
2004,17,62,Illinois,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,132,97,73.3,89,66.8,9,8.8
2004,18,20,Indiana,"Total, 20 to 24 years",20 to 24,Total,385,296,76.7,267,69.2,29,9.8
2004,18,41,Indiana,"White, 20 to 24 years",20 to 24,White,335,260,77.6,238,71.1,22,8.4
2004,19,20,Iowa,"Total, 20 to 24 years",20 to 24,Total,233,192,82.4,175,75.2,17,8.7
2004,19,41,Iowa,"White, 20 to 24 years",20 to 24,White,215,179,83.5,165,76.6,15,8.2
2004,20,20,Kansas,"Total, 20 to 24 years",20 to 24,Total,193,156,80.9,142,73.8,14,8.8
2004,20,41,Kansas,"White, 20 to 24 years",20 to 24,White,168,137,81.9,126,75.3,11,8
2004,21,20,Kentucky,"Total, 20 to 24 years",20 to 24,Total,256,197,76.7,178,69.6,18,9.3
2004,21,41,Kentucky,"White, 20 to 24 years",20 to 24,White,230,181,78.5,167,72.3,14,7.8
2004,22,20,Louisiana,"Total, 20 to 24 years",20 to 24,Total,372,257,68.9,229,61.6,27,10.6
2004,22,41,Louisiana,"White, 20 to 24 years",20 to 24,White,229,168,73.4,156,67.9,12,7.4
2004,22,48,Louisiana,"Black or African American, 20 to 24 years",20 to 24,Black,136,86,63.6,71,52.7,15,17.1
2004,23,20,Maine,"Total, 20 to 24 years",20 to 24,Total,85,67,79.1,63,74.1,4,6.3
2004,23,41,Maine,"White, 20 to 24 years",20 to 24,White,82,65,79.1,61,74.2,4,6.1
2004,24,20,Maryland,"Total, 20 to 24 years",20 to 24,Total,325,244,75.1,224,69.1,20,8
2004,24,41,Maryland,"White, 20 to 24 years",20 to 24,White,202,158,78.3,149,73.9,9,5.5
2004,24,48,Maryland,"Black or African American, 20 to 24 years",20 to 24,Black,100,69,68.5,60,59.7,9,12.9
2004,25,20,Massachusetts,"Total, 20 to 24 years",20 to 24,Total,420,318,75.7,289,68.9,29,9
2004,25,41,Massachusetts,"White, 20 to 24 years",20 to 24,White,356,274,76.9,254,71.2,20,7.3
2004,25,62,Massachusetts,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,56,42,75.9,38,67.9,4,10.5
2004,26,20,Michigan,"Total, 20 to 24 years",20 to 24,Total,683,531,77.8,475,69.5,56,10.6
2004,26,41,Michigan,"White, 20 to 24 years",20 to 24,White,541,435,80.5,400,73.9,35,8.1
2004,26,48,Michigan,"Black or African American, 20 to 24 years",20 to 24,Black,102,71,69.9,54,52.6,18,24.8
2004,27,20,Minnesota,"Total, 20 to 24 years",20 to 24,Total,373,321,86,297,79.7,24,7.4
2004,27,41,Minnesota,"White, 20 to 24 years",20 to 24,White,323,281,86.9,261,80.8,20,7
2004,28,20,Mississippi,"Total, 20 to 24 years",20 to 24,Total,186,124,66.8,105,56.7,19,15.2
2004,28,41,Mississippi,"White, 20 to 24 years",20 to 24,White,108,78,71.7,70,64.3,8,10.3
2004,28,48,Mississippi,"Black or African American, 20 to 24 years",20 to 24,Black,74,43,58.1,32,43.7,11,24.9
2004,29,20,Missouri,"Total, 20 to 24 years",20 to 24,Total,401,328,81.8,295,73.7,32,9.9
2004,29,41,Missouri,"White, 20 to 24 years",20 to 24,White,331,275,83,251,75.9,24,8.6
2004,29,48,Missouri,"Black or African American, 20 to 24 years",20 to 24,Black,50,43,85.5,35,69.5,8,18.8
2004,30,20,Montana,"Total, 20 to 24 years",20 to 24,Total,57,47,83.3,43,75.1,5,9.8
2004,30,41,Montana,"White, 20 to 24 years",20 to 24,White,48,41,84.3,37,77.4,3,8.2
2004,31,20,Nebraska,"Total, 20 to 24 years",20 to 24,Total,133,110,82.3,102,76.8,7,6.7
2004,31,41,Nebraska,"White, 20 to 24 years",20 to 24,White,120,100,83.6,95,79.1,5,5.3
2004,32,20,Nevada,"Total, 20 to 24 years",20 to 24,Total,151,116,77,108,71.4,8,7.2
2004,32,41,Nevada,"White, 20 to 24 years",20 to 24,White,125,97,77.4,90,71.8,7,7.4
2004,32,62,Nevada,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,39,29,75.1,28,72.3,1,3.8
2004,33,20,New Hampshire,"Total, 20 to 24 years",20 to 24,Total,80,64,79.8,60,75.3,4,5.7
2004,33,41,New Hampshire,"White, 20 to 24 years",20 to 24,White,76,61,80.6,58,76.3,3,5.3
2004,34,20,New Jersey,"Total, 20 to 24 years",20 to 24,Total,569,416,73,384,67.5,32,7.6
2004,34,41,New Jersey,"White, 20 to 24 years",20 to 24,White,431,320,74.3,300,69.6,20,6.3
2004,34,48,New Jersey,"Black or African American, 20 to 24 years",20 to 24,Black,106,77,72.8,66,62.1,11,14.7
2004,34,62,New Jersey,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,112,88,78.7,84,74.7,4,5.1
2004,35,20,New Mexico,"Total, 20 to 24 years",20 to 24,Total,139,93,66.9,85,61,8,8.8
2004,35,41,New Mexico,"White, 20 to 24 years",20 to 24,White,114,77,67.3,71,62,6,7.8
2004,35,62,New Mexico,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,69,47,67.2,42,60.1,5,10.6
2004,36,20,New York,"Total, 20 to 24 years",20 to 24,Total,"1,321",895,67.8,802,60.7,93,10.4
2004,36,41,New York,"White, 20 to 24 years",20 to 24,White,971,692,71.2,632,65.1,59,8.6
2004,36,48,New York,"Black or African American, 20 to 24 years",20 to 24,Black,258,149,57.9,121,46.8,28,19.1
2004,36,55,New York,"Asian, 20 to 24 years",20 to 24,Asian,67,39,57.3,37,54.2,2,5.5
2004,36,62,New York,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,262,176,67.2,157,60,19,10.7
2004,37,20,North Carolina,"Total, 20 to 24 years",20 to 24,Total,600,454,75.7,412,68.7,42,9.3
2004,37,41,North Carolina,"White, 20 to 24 years",20 to 24,White,413,330,79.9,310,75,20,6.1
2004,37,48,North Carolina,"Black or African American, 20 to 24 years",20 to 24,Black,150,101,67.1,82,54.6,19,18.7
2004,37,62,North Carolina,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,87,66,76.3,63,72.3,3,5.2
2004,38,20,North Dakota,"Total, 20 to 24 years",20 to 24,Total,51,43,83.9,40,77.5,3,7.6
2004,38,41,North Dakota,"White, 20 to 24 years",20 to 24,White,47,40,86,38,80.3,3,6.6
2004,39,20,Ohio,"Total, 20 to 24 years",20 to 24,Total,774,614,79.3,547,70.8,66,10.8
2004,39,41,Ohio,"White, 20 to 24 years",20 to 24,White,635,516,81.4,471,74.2,45,8.8
2004,39,48,Ohio,"Black or African American, 20 to 24 years",20 to 24,Black,103,71,69.1,53,51.5,18,25.5
2004,40,20,Oklahoma,"Total, 20 to 24 years",20 to 24,Total,281,210,74.8,190,67.6,20,9.7
2004,40,41,Oklahoma,"White, 20 to 24 years",20 to 24,White,213,161,75.4,145,68.2,15,9.5
2004,41,20,Oregon,"Total, 20 to 24 years",20 to 24,Total,216,163,75.3,139,64.2,24,14.8
2004,41,41,Oregon,"White, 20 to 24 years",20 to 24,White,198,150,76,129,65.1,21,14.3
2004,41,62,Oregon,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,33,26,80.2,23,69,4,13.9
2004,42,20,Pennsylvania,"Total, 20 to 24 years",20 to 24,Total,779,576,73.9,523,67.1,53,9.2
2004,42,41,Pennsylvania,"White, 20 to 24 years",20 to 24,White,658,498,75.7,459,69.7,40,7.9
2004,42,48,Pennsylvania,"Black or African American, 20 to 24 years",20 to 24,Black,95,66,69.2,54,56.7,12,18.1
2004,44,20,Rhode Island,"Total, 20 to 24 years",20 to 24,Total,72,57,78.9,51,71.6,5,9.2
2004,44,41,Rhode Island,"White, 20 to 24 years",20 to 24,White,60,47,77.8,43,71.1,4,8.6
2004,44,62,Rhode Island,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,9,7,75.1,6,67,1,10.8
2004,45,20,South Carolina,"Total, 20 to 24 years",20 to 24,Total,311,231,74.3,199,64,32,13.8
2004,45,41,South Carolina,"White, 20 to 24 years",20 to 24,White,195,148,75.9,134,68.9,14,9.2
2004,45,48,South Carolina,"Black or African American, 20 to 24 years",20 to 24,Black,112,79,70.8,62,54.9,18,22.5
2004,46,20,South Dakota,"Total, 20 to 24 years",20 to 24,Total,68,58,84.9,54,79.7,4,6.2
2004,46,41,South Dakota,"White, 20 to 24 years",20 to 24,White,61,54,88,51,83.7,3,4.9
2004,47,20,Tennessee,"Total, 20 to 24 years",20 to 24,Total,455,332,73.1,298,65.5,35,10.4
2004,47,41,Tennessee,"White, 20 to 24 years",20 to 24,White,353,259,73.4,240,67.9,20,7.5
2004,47,48,Tennessee,"Black or African American, 20 to 24 years",20 to 24,Black,85,63,73.8,48,56.6,15,23.2
2004,48,20,Texas,"Total, 20 to 24 years",20 to 24,Total,"1,594","1,180",74,"1,060",66.5,120,10.2
2004,48,41,Texas,"White, 20 to 24 years",20 to 24,White,"1,307",974,74.5,887,67.8,87,8.9
2004,48,48,Texas,"Black or African American, 20 to 24 years",20 to 24,Black,187,133,71.1,112,59.8,21,15.9
2004,48,62,Texas,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,707,505,71.3,457,64.6,47,9.4
2004,49,20,Utah,"Total, 20 to 24 years",20 to 24,Total,226,186,82.1,173,76.4,13,7
2004,49,41,Utah,"White, 20 to 24 years",20 to 24,White,213,174,81.9,163,76.5,12,6.7
2004,50,20,Vermont,"Total, 20 to 24 years",20 to 24,Total,44,35,80.4,34,76.1,2,5.3
2004,50,41,Vermont,"White, 20 to 24 years",20 to 24,White,43,34,80.6,33,76.2,2,5.5
2004,51,20,Virginia,"Total, 20 to 24 years",20 to 24,Total,466,354,76,327,70.2,27,7.7
2004,51,41,Virginia,"White, 20 to 24 years",20 to 24,White,322,250,77.6,239,74.1,11,4.5
2004,51,48,Virginia,"Black or African American, 20 to 24 years",20 to 24,Black,117,88,75.2,74,62.8,15,16.4
2004,53,20,Washington,"Total, 20 to 24 years",20 to 24,Total,416,326,78.3,298,71.7,28,8.5
2004,53,41,Washington,"White, 20 to 24 years",20 to 24,White,345,276,80,253,73.2,23,8.4
2004,54,20,West Virginia,"Total, 20 to 24 years",20 to 24,Total,110,77,70.1,70,63.6,7,9.2
2004,54,41,West Virginia,"White, 20 to 24 years",20 to 24,White,103,72,69.4,66,63.8,6,8.1
2004,55,20,Wisconsin,"Total, 20 to 24 years",20 to 24,Total,381,328,86.1,302,79.4,26,7.8
2004,55,41,Wisconsin,"White, 20 to 24 years",20 to 24,White,335,292,87.1,272,81.2,20,6.8
2004,56,20,Wyoming,"Total, 20 to 24 years",20 to 24,Total,38,30,79.4,28,74.3,2,6.4
2004,56,41,Wyoming,"White, 20 to 24 years",20 to 24,White,37,29,79.3,27,74.1,2,6.5
2003,1,20,Alabama,"Total, 20 to 24 years",20 to 24,Total,274,206,75.1,180,65.8,25,12.4
2003,1,41,Alabama,"White, 20 to 24 years",20 to 24,White,171,133,77.9,123,72,10,7.5
2003,1,48,Alabama,"Black or African American, 20 to 24 years",20 to 24,Black,94,67,70.6,52,55.1,15,22
2003,2,20,Alaska,"Total, 20 to 24 years",20 to 24,Total,37,28,73.6,23,62.2,4,15.5
2003,2,41,Alaska,"White, 20 to 24 years",20 to 24,White,24,18,75.7,16,65.9,2,12.9
2003,4,20,Arizona,"Total, 20 to 24 years",20 to 24,Total,386,290,75.2,269,69.7,21,7.3
2003,4,41,Arizona,"White, 20 to 24 years",20 to 24,White,340,259,76.2,240,70.6,19,7.4
2003,4,62,Arizona,"Hispanic or Latino ethnicity, 20 to 24 years",20 to 24,Hispanic,135,104,77.2,96,71.2,8,7.7
2003,5,20,Arkansas,"Total, 20 to 24 years",20 to 24,Total,194,138,71,118,60.8,20,14.3
2003,5,41,Arkansas,"White, 20 to 24 years",20 to 24,White,144,104,72.3,91,63.3,13,12.4
2003,5,48,Arkansas,"Black or African American, 20 to 24 years",20 to 24,Black,41,27,67.1,22,54.4,5,19
